2256;Fazenda São Caetano;MS;Miranda
2257;Fazenda Dacar Airport;MT;Vera
2258;Fazenda Santo Inácio Airport;BA;São Desidério
2259;Fazenda Palestra Airport;BA;São Desidério
2260;Fazenda Realeza Airport;PA;Novo Progresso
2261;Fazenda Arataba Airport;MS;Bodoquena
2262;Fazenda Baía Mineira Airport;MS;Corumbá
2263;Fazenda Gravataí Airport;MT;Itiquira
2264;Fazenda Jatobá Airport;MS;Brasilândia
2265;Fazenda Fronteira Airport;MS;Porto Murtinho
2266;Fazenda Boemia;MS;Paraíso das Águas
2267;Fazenda Leonardo Airport;MT;Pedra Preta
2268;Fazenda Codeara Airport;MT;Santa Terezinha
2269;Grato Agropecuária - Fazenda Ipanema Airport;BA;São Desidério
2270;São Joaquim Airport;AM;Manaus
2271;Fazenda Casa Branca Airport;MG;Frei Inocêncio
2272;Agropecuária Campo Novo Airport;MA;Peritoró
2273;Fazenda Aracoara Airport;MS;Sidrolândia
2274;Alzir Pimentel de Aguiar Airport;PI;Baixa Grande do Ribeiro
2275;Fazenda Jaraguá Airport;MS;Aquidauana
2276;Fazenda Mata da Chuva Airport;MT;Juara
2277;Fazenda Brasília;RR;Alto Alegre
2278;Fazenda Santa Terezinha Airport;MT;Campo Novo do Parecis
2279;Agropecuária JMW Airport;MA;Barra do Corda
2280;Fazenda Sonho Azul Airport;RR;São João da Baliza
2281;Fazenda Cambará Airport;MS;Corumbá
2282;Fazenda Cremacq Airport;PI;Baixa Grande do Ribeiro
2283;Fazenda Conceição Airport;MS;Corumbá
2284;Sebastião Garcia  Airport;MT;Canarana
2285;Agronova Airport;MT;Torixoréu
2286;Fazenda Paranoá Airport;MT;Canarana
2287;Pedro Zanetti Airport;RS;Arroio Grande
2288;Fazenda Vieira Munhoz Airport;RO;Candeias do Jamari
2289;ASL - Fazenda Matão Airport;MT;Paranatinga
2290;Fazenda Mata Linda Airport;MT;Querência
2291;Fazenda Felicidade Airport;GO;Porangatu
2292;Fazenda Ki Grão Airport;PI;Baixa Grande do Ribeiro
2293;Fazenda Santa Maria Airport;SP;Lavínia
2294;Fazenda Santa Paula;BA;Barreiras
2295;Fazenda Graúna Airport;MA;Fortuna
2296;Fazenda São João Airport;MT;Cáceres
2297;Ximarí Airport;MT;Apiacás
2298;Fazenda Rasante Airport;MG;Jaíba
2299;Fazenda Serrana Airport;MT;Jaciara
2300;Fazenda San Remo Airport;MS;Água Clara
2301;Fazenda São José Airport;BA;Riachão das Neves
2302;Fazenda Palmeira Airport;MA;Tasso Fragoso
2303;Fazenda Dois Irmãos Airport;SP;Taquarituba
2304;Fazenda Três Estrelas Airport;MS;Corumbá
2305;Speed Aviação Agrícola Airport;MT;Nova Monte Verde
2306;Fazenda Bonjour Airport;MT;Brasnorte
2307;Fazenda Santa Bárbara Airport;MT;Nova Monte Verde
2308;Fazenda Tanabí Airport;MT;Porto Esperidião
2309;Fazenda São José do Rio Branco Airport;MT;Pontes E Lacerda
2310;Fazenda Rio Preto Airport;MT;São Félix Do Araguaia
2311;Fazenda Furnas Airport;MT;Ribeirão Cascalheira
2312;Fazenda Água Limpa Airport;MT;Campo Novo do Parecis
2313;Fazenda Paredão Airport;MT;Comodoro
2314;Fazenda Gesso Integral;MA;Grajaú
2315;Fazenda Davilândia Airport;GO;Montividiu do Norte
2316;Fazenda F5 Airport;MG;Tupaciguara
2317;Fazenda Santa Maria Airport;MA;Açailândia
2318;Fazenda Renascença Airport;MG;Unaí
2319;Fazenda Bela Manhã Airport;SP;Santa Clara D`Oeste
2320;Fazenda São Roque Airport;SP;Reginópolis
2321;Araguacema Airport;TO;Araguacema
2322;Fazenda Citrícola Airport;SP;Gavião Peixoto
2323;Fazenda Acalanto Airport;BA;São Desidério
2324;Fazenda Ventura Airport;BA;São Desidério
2325;Fazenda Querubim Airport;BA;São Desidério
2326;Fazenda Rebojo Airport;MS;Corumbá
2327;Fazenda Vale do Sonho Airport;MT;Araguaiana
2328;Agropecuária Barra do Garças Airport;MT;Barra do Garças
2329;Fazenda Bacaba Airport;TO;Caseara
2330;Fazenda União Airport;PA;Cumaru do Norte
2331;Fazenda J.K. Airport;GO;Mimoso De Goiás
2332;Iriri Airport;PA;Altamira
2333;Aldeia Pykany Airport;PA;Altamira
2334;Fazenda Santa Luzia Airport;MS;Corumbá
2335;Fazenda Livramento Airport;MS;Corumbá
2336;Fazenda Vera Lúcia Airport;MS;Aquidauana
2337;Fazenda Baluarte Airport;MG;Lagoa Dos Patos
2338;Fazenda Barbacena Airport;PR;São Pedro Do Ivaí
2339;Severino Lopes Airport;RN;São José Do Mipibu
2340;João Silva Airport;MA;Santa Inês
2341;Fazenda Três Barras Airport;GO;Itarumã
2342;Fazenda Galiléia 2 Airport;TO;Almas
2343;Comandante Vittorio Bonomi Airport;SP;Mococa
2344;Fazenda Pingo D`Água Airport;MS;Pedro Gomes
2345;Usina Eldorado Airport;MS;Rio Brilhante
2346;Fazenda Estrela D`Alva Airport;MT;Querência
2347;Fernando João Pereira dos Santos Filho Airport;PE;Brejo da Madre de Deus
2348;Fazenda Araçatuba Airport;GO;Nova Crixás
2349;Fazenda São Marcus Airport;MT;Pontal Do Araguaia
2350;Aero Agrícola Cristalina Airport;GO;Cristalina
2351;Fazenda Aparecida Airport;SP;Penápolis
2352;Fazenda São Roberto Airport;GO;Paraúna
2353;Fazenda Serra Azul Airport;BA;Baixa Grande
2354;Jatapu Airport;AM;Urucará
2355;Estância Santa Rita Airport;MT;Cuiabá
2356;Fazenda Paraíso Airport;MT;Nova Ubiratã
2357;Fazenda Cruzeiro Airport;MG;Uberaba
2358;Fazenda Santa Elisa Airport;GO;Britânia
2359;Fazenda Jumbo Airport;MS;Taquarussu
2360;Fazenda União Airport;MS;Jateí
2361;Projeto Iriri Airport;PA;Altamira
2362;Fazenda S.M. Airport;BA;Jaborandi
2363;Fazenda Concórdia Airport;MS;Naviraí
2364;Arenhart Aviação Agrícola Airport;RS;Uruguaiana
2365;Fazenda Paraíso Airport;MS;Corumbá
2366;Fazenda Campo Alegre Airport;MS;Aquidauana
2367;M Dias Branco Airport;CE;Eusébio
2368;Fazenda São Roque Airport;MS;Aquidauana
2369;Nossa Senhora do Loreto Airport;RS;Uruguaiana
2370;Fazenda Canadá Airport;MS;Caracol
2371;Fazenda Bandeirantes Airport;MS;Aquidauana
2372;Fazenda da Barra Airport;MS;Camapuã
2373;Fazenda Canduá Airport;MG;Unaí
2374;Fazenda Progresso Airport;MT;Porto dos Gaúchos
2375;Fazenda Bonanza Airport;GO;Nova Crixás
2376;Redex Aeroagrícola Airport;MT;Querência
2377;Cadete 56-147 Santana Airport;TO;Palmeirópolis
2378;Eduardo Cordeiro de Araújo Airport;RS;Pelotas
2379;Fazenda Abath Airport;MS;Corumbá
2380;Fazenda Ourissanga Airport;MS;Selvíria
2381;Fazenda Costa Rica Airport;MS;Aquidauana
2382;Estância Esmeralda Airport;MS;Corumbá
2383;Clemente Verillo Airport;SP;Ribeirão Bonito
2384;Fazenda Bonanza Airport;SP;Avaí
2385;Satélite Aviação Agrícola Airport;MT;Canarana
2386;Eldorado Airport;PA;Itaituba
2387;Vera Municipal Airport;MT;Vera
2388;Plá e Silva Airport;RS;Santa Vitória do Palmar
2389;Fazenda Bom Jesus Airport;MS;Corumbá
2390;Fazenda Canadá Airport;GO;Acreúna
2391;Fazenda Água Pê Airport;MS;Corumbá
2392;Fazenda Recreio Airport;MS;Corumbá
2393;Fazenda São Cristóvão Airport;MS;Corumbá
2394;Fazenda São Francisco Airport;MS;Corumbá
2395;Fazenda Horita Airport;BA;São Desidério
2396;Fazenda Vitória Airport;BA;São Desidério
2397;Fazenda Agronet Airport;SP;Indiaporã
2398;Fazenda Verde Vale Airport;MT;Novo Mundo
2399;Salon Airport;GO;Porangatu
2400;Fazenda Bahia Potrich Airport;MT;Feliz Natal
2401;Fazenda Bacuri Airport;MA;Riachão
2402;Frigo Estrela Airport;SP;Estrela D`Oeste
2403;Fazenda Penedo Airport;PA;Itaituba
2404;CIFI Airport;MT;Cuiabá
2405;Fazenda Santa Joana Airport;MT;Santo Antônio do Leverger
2406;Fazenda Cachoeira Airport;TO;Araguaçu
2407;Fazenda Campo Formoso Airport;TO;Sandolândia
2408;Fazenda Macuco Airport;MS;Eldorado
2409;Fazenda Brasil Novo Airport;MS;Coxim
2410;Fazenda Califórnia Airport;GO;Porteirão
2411;Fazenda Perobal Airport;RO;Corumbiara
2412;Fazenda Quatrirmãs Airport;SP;Itatinga
2413;Fazenda São Gabriel 2 Airport;MT;Brasnorte
2414;Fazenda Triunfo Rio Turvo Airport;MT;Nova Bandeirantes
2415;Tabuleiro Airport;PB;Bananeiras
2416;Fazenda Gaia Airport;MG;Monte Alegre De Minas
2417;Fazenda W. Egídio III Airport;MG;Unaí
2418;Fazenda Santo Ângelo Airport;BA;São Desidério
2419;Fazenda Bufallo Airport;MT;Nova Ubiratã
2420;Fazenda Dois Irmãos Airport;MT;Sorriso
2421;Fazenda Tapirapé Airport;MT;Santa Terezinha
2422;Meta Agro Airport;MT;Canarana
2423;Aerorural Floramazon Airport;PA;Aveiro
2424;Fazenda Ponte de Pedra Airport;MT;Campo Novo Do Parecis
2425;Fazenda Busato I Airport;BA;São Desidério
2426;Fazenda Rio Brilhante Airport;BA;São Desidério
2427;Nova Era Airport;RS;Pântano Grande
2428;Aeropel Airport;RS;São Borja
2429;Fazenda Cypi Airport;MS;Corumbá
2430;Namocoli Airport;MS;Corumbá
2431;Fazenda Rio liberdade Airport;PA;Santana Do Araguaia
2432;Fazenda Agromar Airport;MT;São José Do Rio Claro
2433;Eldorado Airport;MS;Eldorado
2434;Fazenda Grupal Airport;MT;Vila Rica
2435;Fazenda Cavalgada Grande Airport;GO;Crixás
2436;Salto Augusto Airport;MT;Apiacás
2437;Araguatins Airport;TO;Araguatins
2438;Tasi Airport;MT;Sinop
2439;Da Praia Velha Airport;RS;Camaquã
2440;Fazenda Barriguda Airport;GO;São Domingos
2441;Fazenda Araçatuba Airport;MS;Anaurilândia
2442;Fazenda Santa Maria Airport;TO;São Valério
2443;Fazenda São José Airport;RR;Caracara
2444;Pradella Airport;BA;Formosa do Rio Preto
2445;Fazenda Renascer Airport;MA;Balsas
2446;Fazenda Janaína Airport;MS;Amambaí
2447;Fazenda Modelo Airport;MS;Brasilândia
2448;Fazenda Palmeira Airport;MT;Ipiranga Do Norte
2449;Bunge Airport;PI;Uruçui
2450;Confresa Airport;MT;Confresa
2451;Fazenda Poruína Airport;GO;Serranópolis
2452;Fazenda Remanso Airport;RO;Cacoal
2453;Música Airport;RS;Dom Pedrito
2454;Fazenda Globo Airport;MT;Sapezal
2455;Fazenda Belluno Airport;SC;Alfredo Wagner
2456;Fazenda Colorado Airport;MT;Diamantino
2457;Monte Belo Airport;MS;Ribas do Rio Pardo
2458;Fazenda São José da Reunidas Airport;MT;São José Do Xingu
2459;Fazenda São Vicente Airport;MG;Uberlândia
2460;Fazenda ANB Airport;MS;Corguinho
2461;Agropecuária Vale do Guaporé Airport;MT;Vila Bela da Santíssima Trindade
2462;Professor Maurício Joppert Airport;MG;Engenheiro Navarro
2463;Frisama Açailândia Airport;MA;Açailândia
2464;Fazenda Dois Netos Airport;MT;Paranatinga
2465;Pedro da Costa Lima Airport;MS;Santa Rita Do Pardo
2466;Fazenda Goiaba Airport;MS;Três Lagoas
2467;Grupo Scheffer Airport;MT;Sapezal
2468;Fazenda Nova Era Airport;MS;Iguatemi
2469;Fazenda São Marcos Airport;MS;Dourados
2470;Fazenda Amparo Airport;MT;Alto Taquari
2471;Fazenda Santa Bárbara Airport;MS;Corumbá
2472;Guararapes Airport;SC;Santa Cecília
2473;Usina Coruripe - Filial Limeira do Oeste Airport;MG;Limeira Do Oeste
2474;Engenheiro Joaquim Martins Airport;BA;Iramaia
2475;Fazenda Futuro Airport;MS;Ribas Do Rio Pardo
2476;Itaú de Minas Airport;MG;Itaú de Minas
2477;Fazenda Beija-Flor Airport;BA;Esplanada
2478;São João Airport;RS;Maçambará
2479;São Leopoldo Airport;PA;Itaituba
2480;Módulo Aguapei Airport;MT;Porto Esperidião
2481;Fazenda Bola Branca Airport;MA;Itinga do Maranhão
2482;Fazenda Santo Antônio Airport;PA;Itaituba
2483;Fazenda Santa Maria  Airport;MS;Paraíso das Águas
2484;Fazenda Jamanxin Airport;PA;Novo Progresso
2485;Fazenda Cacique Airport;MS;Brasilândia
2486;Jijoca de Jericoacoara Airport;CE;Jijoca de Jericoacoara
2487;Pousada do Rio Roosevelt Airport;AM;Novo Aripuanã
2488;Fazenda Tanguru Airport;MT;Querência
2489;Pousada Rio Xingu Airport;PA;Vitória Do Xingu
2490;Novo Horizonte Airport;PR;Coronel Domingos Soares
2491;Fazenda Juliana Airport;RO;Chupinguaia
2492;Fazenda Taquaral Airport;MT;Alta Floresta
2493;Fazenda Campo Aberto Airport;BA;Barreiras
2494;Michels Aviação Agrícola LTDA Airport;MT;Sapezal
2495;João de Oliveira Bueno Airport;GO;Monte Alegre De Goiás
2496;São Francisco Airport;PA;Itaituba
2497;Fazenda Recreio Airport;MG;Andrelândia
2498;Fazenda Vale Verde Airport;TO;Pium
2499;Fazenda Barra Mansa Airport;MT;Nova Lacerda
2500;Fazenda Pilar Airport;PA;Aveiro
2501;Fazenda Santa Emília Airport;MS;Aquidauana
2502;Maca Aero Airport;PA;Tailândia
2503;Fazenda Nova Esperança Airport;MT;Araguaiana
2504;Fazenda Lajeadinho;MA;São João do Paraíso
2505;Serra Azul Airport;PA;Itaituba
2506;Aerocampo Airport;MT;Campo Novo Do Parecis
2507;Fazenda Adelaide Airport;MT;Brasnorte
2508;Fazenda Costa Norte II Airport;MT;Apiacás
2509;Fazenda Jatobá Airport;PA;Uruará
2510;Boa Fé Airport;PA;Itaituba
2511;Hangar Comandante Salomão Alcolumbre Airport;AP;Macapá
2512;Fazenda Cangaia Airport;MS;Sonora
2513;Canã Airport;RR;Normândia
2514;Canawapai Airport;RR;Uiramutã
2515;Caracanã Airport;RR;Uiramutã
2516;Cararuau Airport;RR;Normândia
2517;Caraparu Airport;RR;Uiramutã
2518;Caramambataí (Mapae) Airport;RR;Uiramutã
2519;Pista KRB;PA;Itaituba
2520;Catrimani I Airport;RR;Mucajaí
2521;Contão Airport;RR;Normândia
2522;Cumaipá Airport;RR;Uiramutã
2523;Cumanã I Airport;RR;Pacaraima
2524;Cumanã II Airport;RR;Pacaraima
2525;Cutia Airport;RR;Normândia
2526;Estevão Airport;RR;Uiramutã
2527;Fazenda Juliana Airport;MT;Bom Jesus do Araguaia
2528;Fazenda Estrela do Araguaia Airport;PA;Floresta do Araguaia
2529;Fazenda Iguaçu;MS;Aquidauana
2530;Tupirama Airport;TO;Tupirama
2531;Flechal Airport;RR;Uiramutã
2532;Fazenda Chaparral Airport;MT;Lambari D`Oeste
2533;Hakoma Airport;RR;Alto Alegre
2534;Fazenda Porto do Campo Airport;MT;Lambari D`Oeste
2535;Halikato-U Airport;RR;Alto Alegre
2536;Homoxi Airport;RR;Iracema
2537;Jacamim Airport;RR;Bonfim
2538;Fazenda Lilliani Airport;MA;Bom Jardim
2539;Jatapuzinho Airport;RR;Caroebe
2540;Lago Grande I Airport;RR;Bonfim
2541;Maturucá Airport;RR;Normândia
2542;Leão de Ouro Airport;RR;Pacaraima
2543;Maloquinha Airport;RR;Pacaraima
2544;Manalaí Airport;RR;Uiramutã
2545;Manoá-Pium Airport;RR;Bonfim
2546;Maracanã Airport;RR;Normândia
2547;Marupá Airport;RR;Bonfim
2548;Milho Airport;RR;Boa Vista
2549;Missão Catrinami Airport;RR;Caracaraí
2550;Morro Airport;RR;Uiramutã
2551;Mudubim I Airport;RR;Pacaraima
2552;Mutum Airport;RR;Uiramutã
2553;Orinduque Airport;RR;Uiramutã
2554;Fazenda Fortaleza do Inajá;PA;Santa Maria das Barreiras
2555;Fazenda Duas Irmãs Airport;MT;Conquista d'Oeste
2556;Fazenda Mundo Acabado Airport;MS;Sonora
2557;Paapiu Novo Airport;RR;Iracema
2558;Mato Grosso Airport;RR;Pacaraima
2559;Pacu Airport;RR;Normândia
2560;Palimiú Airport;RR;Alto Alegre
2561;Pedra Branca Airport;RR;Uiramutã
2562;Pedra Preta Airport;RR;Uiramutã
2563;Piolho Airport;RR;Pacaraima
2564;Pipi Airport;RR;Uiramutã
2565;Raposa Airport;RR;Normândia
2566;Santa Isabel Airport;RR;Pacaraima
2567;Maragogipe Airport;MS;Itaquiraí
2568;São Miguel Cachoeirinha Airport;RR;Pacaraima
2569;Sauparú Airport;RR;Uiramutã
2570;Serra do Sol Airport;RR;Uiramutã
2571;Socó Airport;RR;Uiramutã
2572;Suapi Airport;RR;Pacaraima
2573;Fazenda Mizote Airport;BA;São Desidério
2574;Fazenda São Vicente Airport;PA;Rondon do Pará
2575;Fazenda Alto da Serra Airport;TO;Porto Nacional
2576;Clube de Esportes Aéreos e Náuticos do Pará Airport;PA;Belém
2577;Ubaru Airport;RR;Pacaraima
2578;Uraricoera Airport;RR;Alto Alegre
2579;Nova Descoberta Airport;PA;Itaituba
2580;Wapum Airport;RR;Bonfim
2581;Wilimon Airport;RR;Uiramutã
2582;Xidea Airport;RR;Alto Alegre
2583;Fazenda Nhu-Verá Airport;MS;Corumbá
2584;Fazenda Mutum Airport;MT;Nova Mutum
2585;Fazenda Lakanka Airport;GO;Jussara
2586;Fazenda Três Perobas Airport;RO;Santa Luzia D`Oeste
2587;Fazenda Reata Airport;MT;Campo Novo Do Parecis
2588;Fazenda Santa Luzia Airport;MT;Nova Mutum
2589;Fazenda Botelho Airport;RO;Nova Mamoré
2590;Fazenda Nazaré Airport;MS;Corumbá
2591;Novo Progresso Airport;PA;Novo Progresso
2592;Destilaria Medasa Airport;BA;Medeiros Neto
2593;Norte Jet Airport;PA;Benevides
2594;Ilha dos Macacos Airport;MT;Paranaíta
2595;Fazenda Campo Alto Airport;MT;Ribeirão Cascalheira
2596;Fazenda São Francisco Airport;GO;Gouvelândia
2597;Fazenda Nhandu Airport;MT;Novo Mundo
2598;Cosmos Aviação Agrícola Airport;GO;Chapadão Do Céu
2599;Fazenda Três Lagoas Airport;MT;Sapezal
2600;Ariquemes Airport;RO;Ariquemes
2601;Juruti Airport;PA;Juruti
2602;Fazenda Jaguatirica Airport;MS;Porto Murtinho
2603;Simasa Airport;MA;Açailândia
2604;Fazenda Modelo Airport;MS;Água Clara
2605;Fazenda Karla Renata Airport;MT;Castanheira
2606;Fazenda São José do Generoso Airport;MS;Corumbá
2607;Doutor João Osmar de Oliveira Airport;MT;Comodoro
2608;Fazenda Parabúfalos Airport;AP;Macapá
2609;Marfrig Frigorífico Airport;MT;Paranatinga
2610;Fazenda Guadalupe Airport;SP;Santo Antônio Do Aracanguá
2611;Fazenda Brinquinho Airport;BA;São Desidério
2612;Fazenda São Miguel Airport;BA;São Desidério
2613;Fazenda Sabiá Potrich Airport;MT;Nova Ubiratã
2614;EMAL - Pimenta Bueno Airport;RO;Pimenta Bueno
2615;Pista Branca de Neve;PA;Itaituba
2616;Fazenda Palma Airport;GO;Luziânia
2617;Fazenda Pirapitinga Airport;GO;Cocalzinho De Goiás
2618;Marcos da Cunha Airport;BA;Luís Eduardo Magalhães
2619;Fazenda Austrália Airport;MS;Deodápolis
2620;Xingó Airport;AL;Piranhas
2621;Aero Rural Airport;MT;Alta Floresta
2622;Fazenda Buriti Airport;MG;Unaí
2623;Andrieli Base Operacional Airport;MT;Primavera do Leste
2624;Fazenda Monte Belo Airport;MT;Barra Do Bugres
2625;Pau D`Arco Airport;PA;Itaituba
2626;Fazenda Cedro Airport;MT;Lucas Do Rio Verde
2627;Fazenda Guimarães II Airport;MT;Lucas Do Rio Verde
2628;Fazenda Cidade Verde Airport;MT;Poxoréo
2629;Fazenda Clarim Airport;BA;São Desidério
2630;Fazenda Symalu Airport;PA;Cumaru Do Norte
2631;Fazenda São Roque do Vale do Rio Negro Airport;MS;Aquidauana
2632;Graciosa Airport;PR;Piraquara
2633;Fazenda Londrina Airport;MT;Campo Novo Do Parecis
2634;Fazenda Tempero Seco Airport;AM;Lábrea
2635;Porto Jofre Airport;MT;Poconé
2636;Barra do Vento Airport;RR;Boa Vista
2637;Águas Claras Aviação Agrícola Airport;MG;Santa Juliana
2638;Quirinópolis Airport;GO;Quirinópolis
2639;Estância Rebog Airport;MT;Cocalinho
2640;Fazenda Terra Alta Airport;PA;Portel
2641;Jacarezinho Airport;SP;Valparaíso
2642;Paredão da Serra Airport;MT;Chapada Dos Guimarães
2643;Fazenda Haras RPC Airport;MG;Nova Lima
2644;Usina Santa Luiza Airport;SP;Motuca
2645;Fazenda Uruará Airport;PA;Uruará
2646;Dona Iracema Airport;TO;Porto Nacional
2647;Pesqueiro Xingu Airport;PA;São Félix Do Xingu
2648;Fazenda VR Airport;MT;Santa Cruz Do Xingu
2649;Serra da Borda Airport;MT;Vila Bela Da Santíssima Trindade
2650;Rio Grande Regional Airport;RS;Rio Grande
2651;Fazenda Galheiro Airport;MT;Campo Verde
2652;Condomínio Boa Esperança Airport;PI;Baixa Grande Do Ribeiro
2653;Agromineral Mutum Airport;PA;Itaituba
2654;Agropecuária São Roberto Airport;PA;Santana Do Araguaia
2655;Fazenda do Açucar Airport;MT;Nobres
2656;Fazenda Santa Elisa Airport;SP;Auriflama
2657;Fazenda Santângelo Agropecuária Airport;MS;Miranda
2658;Fazenda Barreiro Airport;GO;Paraúna
2659;Fazenda Guanabara Airport;SP;Junqueirópolis
2660;Fazenda Arrendamento Airport;MT;Paranatinga
2661;PCH Garganta da Jararaca Airport;MT;Nova Maringá
2662;PCH Buriti Airport;MS;Paraíso das Águas
2663;Fazenda Aimorés Airport;MS;Juti
2664;Fazenda São Sebastião do Castelo Airport;MS;Corumbá
2665;Fazenda São Bento Airport;MS;Sidrolândia
2666;Serabi Airport;PA;Itaituba
2667;Agropecuária Barrinha Airport;MG;São Francisco Sales
2668;Fly Ville Airport;SC;Governador Celso Ramos
2669;Fazenda São José do Cangalha Airport;MS;Água Clara
2670;Mário Spada Airport;MG;Minas Novas
2671;Fazenda Santa Luiza Airport;PR;Icaraima
2672;Fazenda Santa Rita Airport;GO;Itarumã
2673;Fazenda Carvalho Airport;GO;São Luiz Do Norte
2674;Fazenda Divisão II Airport;MT;Lucas Do Rio Verde
2675;Fazenda Santa Rosa Airport;GO;Mara Rosa
2676;Agrifor Airport;MT;Sorriso
2677;Fazenda São Marcus Airport;PR;Vila Alta
2678;Fazenda Guiné Airport;MG;São Roque de Minas
2679;Cristal Airport;SP;Borá
2680;Fazenda Buriti Airport;MT;Chapada Dos Guimarães
2681;Bauru/Arealva–Moussa Nakhal Tobias State Airport;SP;Bauru
2682;Fazenda Mequens Airport;RO;Alta Floresta D`Oeste
2683;Fazenda Calcário Tangará Airport;MT;Tangará Da Serra
2684;Fazenda Pôr do Sol;GO;Paraúna
2685;Fazenda Iapó Airport;PR;Tibagi
2686;Ecofly Airport;SP;Brotas
2687;Aero Agrícola Gaivota Airport;PR;Jaguapitã
2688;Santa Cecília Airport;SP;Mirandópolis
2689;Fazenda Alvorada do Caxingó Airport;GO;Monte Alegre De Goiás
2690;São José Airport;MT;Campo Novo Do Parecis
2691;Tapurah Airport;MT;Tapurá
2692;Fazenda Santa tereza Airport;RJ;Petrópolis
2693;Terra Santa Airport;PA;Terra Santa
2694;Fazenda Lagoa do Barro Airport;GO;Novo Planalto
2695;Fazenda Tucano Airport;MT;Campo Novo Do Parecis
2696;Fazenda Guerra Airport;MT;Juara
2697;Dom Eliseu Airport;PA;Dom Eliseu
2698;Fazenda Ipanema Airport;BA;Correntina
2699;Fazenda Rio Azul Airport;MT;Vila Bela Da Santíssima Trindade
2700;Jardim Paraíso Airport;BA;Luís Eduardo Magalhães
2701;Usina Dourados Airport;MS;Dourados
2702;Fazenda Lagoinha Airport;MG;Pedrinópolis
2703;Fazenda Juína Airport;MT;Campos De Júlio
2704;Fazenda Rio Pardo Airport;SP;Iaras
2705;Fazenda Vista Alegre Airport;MS;Três Lagoas
2706;Fazenda Reunidas Airport;MT;Paranatinga
2707;Fazenda Acará Airport;GO;Britânia
2708;Fazenda Paraná Airport;GO;Nova Roma
2709;Fazenda Sagrado Coração de Jesus Airport;MT;Vila Bela da Santíssima Trindade
2710;Ibiporanga da Felicidade Airport;SP;Tanabi
2711;Nazaré da Felicidade Airport;MG;Buritizeiro
2712;Fazenda Colorado Airport;MS;Figueirão
2713;Fazenda Cachoeirinha Airport;MG;Perdizes
2714;Estância Califórnia Airport;MT;Alta Floresta
2715;Fazenda do Limão Airport;PA;Almeirim
2716;Aragarças Airport;GO;Aragarças
2717;Vila Pitinga Airport;AM;Presidente Figueiredo
2718;Triálcool Airport;MG;Canápolis
2719;Fazenda São Joaquim Airport;MS;Jardim
2720;Vale do Paranaíba Airport;MG;Capinópolis
2721;Fazenda Catelani Airport;GO;Minaçu
2722;Campos Gerais Airport;MA;Balsas
2723;Pagrisa Airport;PA;Ulianópolis
2724;Haras Bela Vista Airport;TO;São Miguel do Tocantins
2725;Fazenda São Paulo Airport;MT;Sapezal
2726;Usina Maracaju Airport;MS;Maracaju
2727;Pouso Alto Airport;GO;Piracanjuba
2728;Fazenda Nossa Senhora da Muxima Airport;MS;Água Clara
2729;Usina Passa Tempo Airport;MS;Rio Brilhante
2730;Fazenda Araribá Airport;MT;Canarana
2731;Itagro Airport;RS;Alegrete
2732;Fazenda Santa Inês Airport;MT;Nova Brasilândia
2733;Fazenda Flor Airport;MS;Campo Grande
2734;Botuvera Airport;MT;Gaúcha do Norte
2735;Fazenda Sanga Funda Airport;MT;Sapezal
2736;Fazenda Santa Dulcina Airport;SP;Taquarituba
2737;Terra Santa Airport;MT;Barra Do Bugres
2738;Warpol Airport;BA;São Desidério
2739;Aeroclube de Birigui - CMTE Munir Djabak Airport;SP;Birigui
2740;Fazenda Sucuri Airport;MT;Itiquira
2741;Fazenda Ideal Airport;ES;Nova Venécia
2742;Fazenda São Judas Airport;GO;São Miguel Do Araguaia
2743;Fazenda Cachoeira Preta Airport;MS;Água Clara
2744;Rio Alegre Airport;SP;Euclides Da Cunha Paulista
2745;Fazenda Taiuva Airport;MT;São Félix do Araguaia
2746;Aeromis Airport;RS;Bagé
2747;Aquapey Airport;MT;Porto Esperdião
2748;Usina Santa Cruz Airport;BA;Santa Cruz Cabrália
2749;Fazenda Agroplan Airport;MT;Querência
2750;Águas Frias Airport;RS;Iraí
2751;Alimentos Dallas Airport;MS;Nova Alvorada do Sul
2752;Carolina de Assis Repetto Airport;MG;Lima Duarte
2753;Parque Fazenda Bom Futuro Airport;MT;Poconé
2754;Veracel Airport;BA;Belmonte
2755;Fazenda Bela Vista Airport;MS;Amambaí
2756;Fazenda 3M Airport;MS;Nova Alvorada Do Sul
2757;Recreio Airport;MS;Ponta Porã
2758;AHE Peixe Angical Airport;TO;Peixe
2759;Fazenda Kajussol Airport;RO;Santa Luzia D`Oeste
2760;Água Fria Airport;RR;Pacaraima
2761;Ajarani Airport;RR;Caracaraí
2762;Alto Mucajaí Airport;RR;Alto Alegre
2763;Fazenda Cachoeira Alta Airport;PA;Santana do Araguaia
2764;Araí Airport;RR;Pacaraima
2765;Aratha-Ú Airport;RR;Alto Alegre
2766;Baixo Catrimani Airport;RR;Caracaraí
2767;Baixo Mucajaí Airport;RR;Alto Alegre
2768;Bala Airport;RR;Pacaraima
2769;Bananal Airport;RR;Pacaraima
2770;Bananeira Airport;RR;Uiramutã
2771;Barreirinha Airport;RR;Uiramutã
2772;Caju Airport;RR;Pacaraima
2773;Camará Airport;RR;Normândia
2774;Campo Formoso Airport;RR;Pacaraima
2775;Campo Grande Airport;RR;Pacaraima
