1175;Tarauacá Airport;AC;Tarauacá
1176;Telêmaco Borba Airport;PR;Telêmaco Borba
1177;Torres Airport;RS;Torres
1178;Tiriós Airport;PA;Aldeia Tiriós
1179;Tabatinga Airport;AM;Tabatinga
1180;Tucuruí Airport;PA;Tucuruí
1181;Terravista Airport;BA;Porto Seguro
1182;São Gabriel da Cachoeira Airport;AM;São Gabriel da Cachoeira
1183;Paulo Afonso Airport;BA;Paulo Afonso
1184;Rubem Berta Airport;RS;Uruguaiana
1185;Ten. Cel. Aviador César Bombonato Airport;MG;Uberlândia
1186;Mário de Almeida Franco Airport;MG;Uberaba
1187;Urucu Airport;AM;Urucu
1188;Major Brigadeiro Trompowsky Airport;MG;Varginha
1189;Brigadeiro Camarão Airport;RO;Vilhena
1190;Eurico de Aguiar Salles Airport;ES;Vitória
1191;Iauaretê Airport;AM;São Gabriel da Cachoeira
1192;Campo Fontenelle;SP;Pirassununga
1193;Presidente Itamar Franco Airport;MG;Juiz de Fora
1194;Fazenda Tangará Airport;PA;Santana do Araguaia
1195;Fazenda Santa Edwirges Airport;MT;Santo Antônio do Leverger
1196;Fazenda São Mateus Airport;MT;Nova Maringá
1197;Fazenda Santa Ana Airport;MT;Confresa
1198;Fazenda Vale do Forquilha Airport;MT;Cocalinho
1199;Jotabasso Guiratinga Airport;MT;Guiratinga
1200;Fazenda do Taboado Airport;MS;Aparecida do Taboado
1201;Érico Veríssimo Airport;RS;Cruz Alta
1202;Fazenda Bom Jesus Airport;MS;Bela Vista
1203;Fazenda Aguapeí Airport;SP;Valparaíso
1204;Fazenda Recanto Airport;MT;Comodoro
1205;Pista Santa Rita;PA;Trairão
1206;Fazenda Perdizes Airport;MT;Porto dos Gaúchos
1207;Fazenda Rio Madeira Airport;RO;Rio Madeira
1208;Fazenda Verde Airport;MT;Rondonópolis
1209;Fazenda Angola Airport;MT;Vila Rica
1210;Fazenda Panorama Airport;BA;Correntina
1211;Idilia Lurdes Zandona Bedin Airport;MT;Sorriso
1212;Fazenda Divisão Airport;MT;Lucas do Rio Verde
1213;Fazenda Rio Vermelho Airport;MT;Comodoro
1214;Fazenda Eldorado Airport;MT;São José do Xingu
1215;Fazenda Ibicuí Airport;RS;Alegrete
1216;Fazenda Seara Airport;BA;Jaborandi
1217;Fazenda Ouro e Prata Airport;MS;Caracol
1218;Ruaro Airport;MS;Dourados
1219;Socorro Airport;SP;Socorro
1220;Fazenda Chapadão;MT;Peixoto de Azevedo
1221;Fazenda Hill Valley Airport;RS;São Sebastião do Caí
1222;Parque da Cidade Torre B1;SP;São Paulo
1223;Fazenda Chapadão Airport;MT;Matupá
1224;Fazenda Torre III Airsrtip;MT;Alto Garças
1225;Malboro Airport;RR;Boa Vista
1226;Serrinha Airport;PR;Palmeira
1227;Fazenda Canaã Airport;PI;Teresina
1228;Fazenda Leyton Airport;MT;Nova Mutum
1229;Estância Rio Branco Airport;MT;Barra do Bugres
1230;Moinho Airport;MG;Monte Alegre de Minas
1231;Giongo Participações - Fazenda Camila Airport;MT;Gaúcha do Norte
1232;Fazenda Norton Airport;MA;Tasso Fragoso
1233;Fazenda Guatambu Airport;MT;Novo Mundo
1234;Fly Aviação Agrícola Airport;MT;Ipiranga do Norte
1235;Agropecuária Antunes Airport;MS;Laguna Carapã
1236;Fazenda São Domingos Airport;MS;Corumbá
1237;Berço das Gerais Airport;MG;Matias Cardoso
1238;GAPS 1 Airport;TO;Caseara
1239;Fazenda Palmeiras do Guaporé Airport;MT;Vila Bela da Santíssima Trindade
1240;Canal SS Airport;GO;Itarumã
1241;Caputi Airport;RO;Vilhena
1242;Fazenda Planada Airport;PA;Itaituba
1243;Pista Girassol;PA;Itaituba
1244;Aeroparque Paulo;PA;Redenção
1245;Zo´é Airport;PA;Óbidos
1246;Arena Fly Airport;MG;Uberlândia
1247;Fazenda Vitória Airport;BA;Barreiras
1248;Fazenda Madre Regina Airport;BA;Barreiras
1249;Fazenda Touro Morto Airport;MS;Corumbá
1250;Fazenda Independência Airport;RO;Vilhena
1251;Fazenda Serra Dourada Airport;MT;Nova Lacerda
1252;Fazenda Nossa Senhora Aparecida Airport;MT;Lambari d'Oeste
1253;Fazenda Passagem Funda Airport;BA;Correntina
1254;Araras Airport;SP;Araras
1255;Everaldo Moras Barreto Airport;SP;Adamantina
1256;São Pedro Airport;SP;São Pedro
1257;Fazenda Palmeiras Airport;SP;Analândia
1258;Angra dos Reis Airport;RJ;Angra dos Reis
1259;Americana Airport;SP;Americana
1260;Fazenda Recanto Airport;MS;Jateí
1261;Fazenda Alamo Airport;SP;Sao Carlos
1262;Estadual de Campos dos Amarais - Prefeito Francisco Amaral Airport;SP;Campinas
1263;Fazenda Santo Ângelo Airport;SP;Brotas
1264;Fazenda Portela Airport;MT;São José do Rio Claro
1265;Fazenda Santo Antônio Airport;SP;Mirandópolis
1266;Fazenda Itau Airport;MS;Água Clara
1267;Fazenda Altair Airport;SP;Santa Ernestina
1268;Fazenda Guarabu Airport;TO;Araguaína
1269;AFG I Airport;MT;Vale de São Domingos
1270;Fazenda Lagoa do Guaporé II Airport;MT;Pontes e Lacerda
1271;Batatais Airport;SP;Batatais
1272;Bebedouro Airport;SP;Bebedouro
1273;Biopalma Airport;PA;Moju
1274;Fazenda Piray Airport;MS;Sete Quedas
1275;Botucatu - Tancredo de Almeida Neves Airport;SP;Botucatu
1276;Associação Recreativa Fazenda Bonanza Airport;SP;Salto de Pirapora
1277;Fazenda Pontal Airport;GO;Santa Fé de Goiás
1278;Fazenda Douradinho Airport;MS;Nova Andradina
1279;Balneário São Januário Airport;SP;Ilha Comprida
1280;Bariri - Aparecido O. Silva Airport;SP;Bariri
1281;Algodoeira Santa Luzia Airport;MT;Sapezal
1282;Condomínio Aeronáutico Hangar Fly Residence Airport;PE;Petrolina
1283;Capão Bonito Airport;SP;Capão Bonito
1284;Country Club Orgabil Airport;SP;Araçatuba
1285;Catanduva Airport;SP;Catanduva
1286;Fazenda Marambaia Airport;MG;Pirapora
1287;Senadora Eunice Micheles Airport;AM;São Paulo De Olivença
1288;Fazenda Campo Alegre Airport;SP;Cerqueira César
1289;Sete Povos Airport;BA;São Desidério
1290;Sorocaba Airport;SP;Sorocaba
1291;Fazenda Caiçara Airport;SP;Itanhaém
1292;Fazenda Santo Antonio do Oriçanga Airport;SP;Estiva Gerbi
1293;Brigadeiro Francisco Pinto de Moura Airport;RJ;Casemiro de Abreu
1294;Fazenda Paloma Airport;SP;Colômbia
1295;Fazenda Bom Jardim Airport;RJ;Mangaratiba
1296;Fazenda Tangará Airport;MT;Ribeirão Cascalheira
1297;Fazenda Pérola Airport;BA;São Desidério
1298;Fazenda Nova Aliança Udo Kudiess e Filhos Airport;PI;Uruçuí
1299;Pista São Bento;PA;Itaituba
1300;Paradiso Agropecuária Airport;SP;Campos Novos Paulista
1301;Fazenda São Francisco Airport;MS;Corumbá
1302;Fazenda Dois Irmãos Airport;AM;Manicoré
1303;Fazenda Tamara Airport;SP;Salmourão
1304;Fazenda Santa Maria Airport;SP;Monções
1305;Saint-Exupéry Airport;SP;Ocauçu
1306;Fazenda Dois Lagos Airport;SP;Tatuí
1307;Andradina Airport;SP;Andradina
1308;Fazenda São Francisco Airport;BA;Riachão das Neves
1309;Dracena Airport;SP;Dracena
1310;Fazenda Scheffer Airport;AM;Lábrea
1311;Fazenda Santa Carolina;SP;Dourado
1312;Usina Catanduva Airport;SP;Palmares Paulista
1313;Fazenda Paiquerê Airport;SP;Populina
1314;Fazenda ITK Agro Airport;RS;Alegrete
1315;Rancho Enagri Airport;MT;Alto Garças
1316;Scoda Aeronáutica Airport;SP;Ipeúna
1317;Rancho Villela Airport;SP;Itaí
1318;Fazenda Nova Califórnia Airport;SP;Martinópolis
1319;Fazenda Guará do Pinhal Airport;SP;Itapetininga
1320;Estância Machado Airport;SP;Álvares Machado
1321;Costa Esmeralda Airport;SC;Porto Belo
1322;Fazenda Entre Rios Airport;SP;Ibitinga
1323;Geraldo Moacir Bordon State Airport;SP;Presidente Epitácio
1324;Fazenda Entre Rios Airport;SP;Sud Menucci
1325;Estância Colorado Airport;SP;Sales de Oliveira
1326;Tietê Airport;SP;Tietê
1327;Fazenda Santa Helena Airport;MT;Itiquira
1328;Agropecuária VR Airport;MT;Campo Novo do Parecis
1329;Clube Aeronáutico Avaré Airport;SP;Avaré
1330;Aviação Agrícola Manain Airport;RR;Boa Vista
1331;Fazenda Bonança Airport;SP;Pereira Barreto
1332;Fazenda Brumado Airport;SP;Barretos
1333;Fazenda Constância Airport;SP;Altair
1334;Fernandópolis - Coronel Aviador Carlos Orleans Guimarães Airport;SP;Fernandópolis
1335;Fazenda Santo Antônio Airport;MS;Bela Vista
1336;Fazenda Fittipaldi Citrus Airport;SP;Araraquara
1337;Fazenda Amália Airport;SP;Santa Rosa Do Viterbo
1338;Fazenda Itaquere Airport;SP;Araraquara
1339;Fazenda Figueira Airport;SP;Marabá Paulista
1340;Fazenda Santa Albana Airport;SP;Itapetininga
1341;Fazenda Santa Maria Airport;SP;Teodoro Sampaio
1342;Fazenda São Francisco Airport;SP;Fartura
1343;Virgulino de Oliveira Airport;SP;Itapira
1344;Fazenda Ponte Funda Airport;SP;Presidente Eptácio
1345;Casa Nova Airport;BA;Casa Nova
1346;Fazenda Ipameri Airport;SP;Osvaldo Cruz
1347;Fazenda Malanda Airport;MT;Brasnorte
1348;Usina Colorado Airport;SP;Guaíra
1349;Garça Airport;SP;Garça
1350;Fazenda Fartura Airport;SP;Ocauçu
1351;Fazenda Suíssa Airport;SP;Guaimbê
1352;Fazenda Gurucaia Airport;SP;Guararapes
1353;Hotel Fazenda Capricho Airport;SP;Avaré
1354;Guararapes Airport;SP;Guararapes
1355;Fazenda Cristal Airport;SP;Campos Novos Paulista
1356;Usina Bonfim Airport;SP;Guariba
1357;Fazenda Anhangaí Airport;SP;Araçatuba
1358;Porto Alegre do Norte Airport;MT;Porto Alegre do Norte
1359;Fazenda São Jorge Airport;MT;Itiquira
1360;Giongo Participações - Fazenda Victória;MT;Paranatinga
1361;Fazenda Koga Airport;SP;Getulina
1362;Fazenda Herdade Airport;SP;Itapira
1363;Modelo II Airport;MS;Ribas do Rio Pardo
1364;Fazenda União Airport;MS;Porto Murtinho
1365;D'Tapes Airport;RS;Tapes
1366;Fazenda Amadeus Andrade Airport;RO;Mirante da Serra
1367;Fazenda Veneza Airport;MS;Aquidauana
1368;Fazenda Cristo Rei Airport;PA;Santana do Araguaia
1369;Irmãos Ribeiro Airport;SP;Espírito Santo Do Pinhal
1370;Fazenda Capão Seco Airport;MG;Formiga
1371;Itararé Airport;SP;Itararé
1372;Ibitinga Airport;SP;Ibitinga
1373;Fazenda Irohy Airport;SP;Biritiba-Mirim
1374;Fazenda Pedra Branca Airport;RJ;Angra dos Reis
1375;Itanhaém Airport;SP;Itanhaém
1376;Clube do Céu Airport;RJ;Rio de Janeiro
1377;Aeroclube de Itápolis Airport;SP;Itápolis
1378;Fazenda Centro de Vôo a Vela Ipuã Airport;SP;Caçapava
1379;Itu Airport;SP;Itu
1380;Ituverava Airport;SP;Ituverava
1381;Fazenda São Paulo Airport;SP;Cardoso
1382;Aero Agrícola Céu Azul Airport;RO;Vilhena
1383;Fazenda Santa Rita Airport;PA;Rio Maria
1384;Fazenda Poço d'Água Airport;PI;Amarante
1385;Fazenda Triângulo Airport;PA;Sapucaia
1386;Doutor José Augusto de Arruda Botelho Airport;SP;Itirapina
1387;Jaboticabal Airport;SP;Jaboticabal
1388;Fazenda Jequitibá Airport;SP;Buri
1389;Fazenda Ponte Preta Airport;SP;Santa Cruz do Rio Pardo
1390;Jales Airport;SP;Jales
1391;Fazenda São Luiz Airport;SP;Jardinópolis
1392;São Joaquim da Barra Airport;SP;São Joaquim Da Barra
1393;Fazenda São Joaquim O.B. Airport;SP;Pereira Barreto
1394;Fazenda Santa Inês Airport;SP;São José Do Rio Preto
1395;Andorinha Airport;RR;Uiramutã
1396;São João da Boa Vista Airport;SP;São João Da Boa Vista
1397;Fazenda Serra Dourada Airport;TO;Palmeirópolis
1398;Fazenda Barra do Agudo Airport;SP;Morro Agudo
1399;Fazenda Sossego Airport;CE;Morada Nova
1400;Nova Andradina Municipal Airport;MS;Nova Andradina
1401;Fazenda Califórnia Airport;MS;Brasilândia
1402;Angical Airport;RR;Normandia
1403;Casa Branca Municipal Airport;SP;Casa Branca
1404;Fazenda Eldorado Airport;SP;Gália
1405;Coribe Airport;BA;Coribe
1406;Juazeiro Airport;BA;Curaçá
1407;Fazenda Gávea Airport;SP;Cerqueira César
1408;Formosa do Rio Preto Airport;BA;Formosa Do Rio Preto
1409;Mococa Airport;SP;Mococa
1410;Caracaranã Airport;RR;Normandia
1411;Fazenda e Haras Bela Vista Airport;SP;Mineiros do Tietê
1412;Fazenda Campo Grande Airport;SP;Colômbia
1413;Fazenda Jamaica Airport;SP;Pompéia
1414;Fazenda São João Airport;SP;Guaraci
1415;Fazenda Triângulo Airport;MT;Pontes E Lacerda
1416;Fazenda Sodema Airport;MT;Vera
1417;Fazenda Agrovás Airport;MT;São Félix do Araguaia
1418;Caraparu 4 Airport;RR;Uiramutã
1419;Fazenda São José Airport;MT;Santa Carmem
1420;Agropecuária Império Airport;MS;Cassilândia
1421;Reunidas do Pontal Airport;GO;Goiatuba
1422;Águias de Trindade;GO;Trindade
1423;Lagoa da Serra Airport;MT;Cocalinho
1424;Fazenda Gobbo Airport;MT;Santo Antônio do Leverger
1425;Aeroclube de Lucélia - Cmte João Possibom Airport;SP;Lucélia
1426;Rio de Contas Airport;BA;Rio De Contas
1427;Salviano Inácio Rocha Airport;BA;Ourolândia
1428;Caldas do Jorro Airport;BA;Tucano
1429;Jeová Gomes Corrêa Airport;BA;Abaré
1430;Igarapé Bahia Airport;PA;Parauapebas
1431;Caculé Airport;BA;Caculé
1432;Leme Airport;SP;Leme
1433;Ipua Faz Alianca Airport;SP;Ipua
1434;Fazenda Pontal Airport;BA;Cairu
1435;Lençóis Paulista Airport;SP;Lençóis Paulista
1436;Fazenda Perobal Airport;SP;Guararapes
1437;Fazenda Sonho Dourado Airport;SP;Valentim Gentil
1438;Fazenda Santa Rita Airport;SP;Lutecia
1439;Fazenda Santa Luíza Airport;SP;Barra Bonita
1440;Fazenda São Francisco Airport;PR;Florestópolis
1441;Fazenda Campo Real Airport;MT;Campo Novo do Parecis
1442;Fazenda Jacareúna Airport;MT;São Félix do Araguaia
1443;Matão Airport;SP;Matão
1444;Fazenda Ipê Airport;MT;Santa Rita do Trivelato
1445;Agrodipe Airport;PI;Ribeiro Gonçalves
1446;Fazenda São Domingos Airport;MS;Taquarussu
1447;Agrícola Zanella Airport;MT;Campos de Júlio
1448;Fazenda Sete Povos II Airport;BA;São Desidério
1449;Fazenda Maristela Airport;SP;Tremembé
1450;Maricá Airport;RJ;Maricá
1451;Fazenda Santa Izabel Airport;MS;Coxim
1452;Marchesan S.A. Airport;SP;Matão
1453;Haxiu Airport;RR;Alto Alegre
1454;Mirassol Airport;SP;Mirassol
1455;Mogi Mirim Airport;SP;Mogi Mirim
1456;Letícia Airport;MS;Ribas do Rio Pardo
1457;Lago Verde Airport;RR;Pacaraima
1458;Monte Alto Airport;SP;Monte Alto
1459;Fazenda Quebracho Brasil Airport;MS;Porto Murtinho
1460;Marambaia Airport;RJ;Rio De Janeiro
1461;Fazenda Morro Vermelho Airport;SP;Jaú
1462;Fazenda Karajá Airport;GO;Nova Crixás
1463;Fazenda Fontana Airport;MT;Campo Verde
1464;Fazenda Cambuhy Airport;SP;Matão
1465;Fazenda Entre Rios Airport;BA;São Desidério
1466;Fazenda Vale Verde Airport;MG;Comendador Gomes
1467;Fazenda Nova Damasco Airport;SP;Narandiba
1468;Fazenda São Joaquim Airport;SP;Marabá Paulista
1469;Fazenda São Gabriel Airport;MT;Nova Maringá
1470;Novo Horizonte Airport;SP;Novo Horizonte
1471;Nascimento I Airport;SP;Vargem Grande Paulista
1472;Nascimento II Airport;SP;Capão Bonito
1473;Fazenda Vitória Airport;MT;Primavera Do Leste
1474;Fazenda São Francisco do Itaquerê Airport;SP;Nova Europa
1475;Brigadeiro Eduardo Gomes Airport;MT;Nova Mutum
1476;São Manuel Airport;SP;São Manuel
1477;Fazenda Água Limpa;AC;Senador Guiomard
1478;Fazenda Terra Prometida Airport;TO;Porto Nacional
1479;Aldeia Nacepoti Airport;PA;Altamira
1480;Aldeia Piaracu Airport;MT;São José Do Xingu
1481;Aeroclube Airport;RJ;Nova Iguaçu
1482;Fazenda Alto do Piriqui Airport;MS;Sonora
1483;Fazenda Reunidas Primavera Airport;MT;Vila Rica
1484;Fazenda Alvorada Airport;BA;Luís Eduardo Magalhães
1485;True Type Airport;MG;Inhaúma
1486;Lagoa da Floresta Airport;MA;Barra Do Corda
1487;"Fazenda São José ""OB"" Airport";SP;Tapiratiba
1488;Fazenda Vida Airport;MA;Barra Do Corda
1489;Fazenda Sibéria Airport;MA;Grajaú
1490;Centro Nacional de Pára-quedismo Airport;SP;Boituva
1491;Agropesp Airport;MT;Tapurá
1492;Fazenda Mosquito Airport;SP;Orlândia
1493;Ourinhos Airport;SP;Ourinhos
1494;Mozarlândia Airport;GO;Mozarlândia
1495;Ourilândia do Norte Airport;PA;Ourilândia do Norte
1496;Fazenda Pixoxó Airport;SP;São Carlos
1497;Aldeia Pontal Airport;MT;Apiacás
1498;Fazenda Naviraí Airport;MT;Cotriguaçu
1499;Fazenda Chapadão Airport;BA;Barreiras
1500;Antenor Duarte Vilela Airport;SP;Barretos
1501;Fazenda Portobello Airport;RJ;Mangaratiba
1502;Atena Airport;SP;Rancharia
1503;Pindamonhangaba Airport;SP;Pindamonhangaba
1504;Portoferreir Han Airport;SP;Porto Ferreira
1505;Fazenda Progresso Airport;SP;Andradina
1506;Makukem Airport;RR;Uiramutã
1507;Penápolis Airport;SP;Penápolis
1508;Fazenda Fortaleza Airport;SP;Paranapanema
1509;Napoleão Airport;RR;Normandia
1510;Presidente Venceslau Airport;SP;Presidente Venceslau
1511;Piracicaba Airport;SP;Piracicaba
1512;Nova Vitória Airport;RR;Pacaraima
1513;Pirassununga Airport;SP;Pirassununga
1514;Sossego Airport;MS;Ribas do Rio Pardo
1515;Fazenda Campo Grande Airport;MS;Corumbá
1516;Fazenda São Mateus Airport;MT;Luciara
1517;Fazenda Atlântida Airport;TO;Dianópolis
1518;Fazenda Patriota Airport;MT;Tabaporã
1519;Fazenda Carambola Airport;MS;Ponta Porã
1520;Fazenda Nova Floresta Airport;SP;Caiabu
1521;Fazenda da Ilha Airport;PR;Tibagi
1522;Fazenda Cerro Azul Airport;MS;Nioaque
1523;Fazenda Tangará Airport;MS;Nioaque
1524;Companhia Agrícola de Quatá Airport;SP;Quatá
1525;Fazenda Colorado;PI;Bom Jesus
1526;Fazenda Santa Fé Airport;MT;Cáceres
1527;Fazenda Criciúma Airport;MT;Sorriso
1528;Fazenda Esperança Airport;SP;Itapeva
1529;Fazenda Espinhaço II Airport;MT;Barra Do Garças
1530;Fazenda Monte Alegre Airport;PA;Curionópolis
1531;Aldeia Urunai Airport;PA;Oriximiná
1532;Fazenda Piuva Airport;MS;Aquidauana
1533;Fazenda Iberê Airport;MT;Primavera do Leste
1534;Fazenda das Represas Airport;SP;São Miguel Arcanjo
1535;Fazenda Santana Airport;SP;Rancharia
1536;Adhemar Ribeiro Airport;SP;Santa Rita Do Passa Quatro
1537;Fazenda Recanto Feliz Airport;RJ;Rio Claro
1538;Fazenda Chaparral Airport;MS;Campo Grande
1539;Rio Claro Airport;SP;Rio Claro
1540;Agropastoril bom Pastor Airport;MT;Rondonópolis
1541;Avaré-Arandu Airport;SP;Avaré
1542;Resende Airport;RJ;Resende
1543;Ponto Geral Airport;RR;Ponto Geral
1544;Fazenda Caramuru Airport;SP;Inúbia Paulista
1545;Fazenda Pirapitinga Airport;MG;Canápolis
1546;Fazenda Palmeiras Airport;MS;Corumbá
1547;Fazenda São Paulo Airport;MS;Amambaí
1548;Fazenda Marabá Airport;MS;Porto Murtinho
1549;Fazenda Macaúba Airport;GO;Posse
1550;Fazenda Sankara Airport;MT;Nova Lacerda
1551;Fazenda Califórnia Airport;MS;Corumbá
1552;Fazenda São Sebastião Airport;SP;Rifaina
1553;Mário Pereira Lopes–São Carlos Airport;SP;São Carlos
1554;Samã I Airport;RR;Pacaraima
1555;Sítio Santa Helena Airport;SP;Gabriel Monteiro
1556;Fazenda Sangrilá Airport;SP;Bauru
1557;Fazenda São João Airport;SP;Orlândia
1558;Saquarema Airport;RJ;Saquarema
1559;Fazenda Nossa Senhora da Conceição Airport;SP;São Manuel
1560;Fazenda São Geraldo Airport;SP;Piquerobi
1561;Usina Santa Rita Airport;SP;Santa Rita Do Passa Quatro
1562;Fazenda Santa Terezinha da Barra Airport;SP;São Carlos
1563;Fazenda Santa Cândida Airport;SP;Guariba
1564;Fazenda Reunidas Espigão do Oeste Airport;MT;São Félix do Araguaia
1565;Fazenda Caraíbas Airport;MG;Jequitaí
1566;Atibaia Airport;SP;Atibaia
1567;Fazenda Tapijara Airport;SP;Arandu
1568;Tatuí Airport;SP;Tatuí
1569;Tupi Paulista Airport;SP;Tupi Paulista
1570;Paraty Airport;RJ;Paraty
1571;Usina Açucareira Santo Antônio Airport;SP;Sertãozinho
1572;Fazenda Cataco Airport;SP;Ubarana
1573;Tupã Airport;SP;Tupã
1574;Fazenda Santa Thereza Airport;GO;Aparecida do Rio Doce
1575;Fazenda Bandeirantes Airport;MS;Porto Murtinho
1576;Fazenda Planalto Airport;MS;Jaraguari
1577;Fazenda São João Airport;MS;Terenos
1578;Fazenda São José Airport;SP;Ilha Solteira
1579;Usina São Martinho Airport;SP;Pradópolis
1580;Fazenda Santa Júlia Airport;MS;Corumbá
1581;Fazenda Ipiranga Airport;TO;Almas
1582;IBMG Airport;BA;Belmonte
1583;Agrorural Sol Nascente Airport;PA;Aveiro
1584;Ubatuba Gastão Madeira State Airport;SP;Ubatuba
1585;Santa Rita Airport;RR;Uiramutã
1586;Usina Santa Adélia Airport;SP;Jaboticabal
1587;Fazenda Figueira Airport;SP;Penápolis
1588;Fazenda Touro Peru Airport;MS;Porto Murtinho
1589;Usina Sao Geraldo Airport;SP;Ribeiro Preto
1590;Fazenda Sumaré Airport;MS;Ribas do Rio Pardo
1591;Fazenda Xaimite Airport;MT;Água Boa
1592;Usina Santa Lydia Airport;SP;Ribeirão Preto
1593;Itaperuna Airport;RJ;Itaperuna
1594;Alagoinhas Airport;BA;Alagoinhas
1595;Paraguaçu Paulista Airport;SP;Paraguaçu Paulista
1596;Iberá Airport;PR;Ponta Grossa
1597;Mayrowy Airport;MT;Apiacás
1598;Usina Califórnia Airport;SP;Parapuã
1599;Usina São Luiz Airport;SP;Ourinhos
1600;Gládia Girão Airport;CE;Gládia Girão
1601;Fazenda Vitória Airport;MT;Marcelândia
1602;Fazenda Baixão Verde Airport;TO;Almas
1603;Fazenda Campo Vitória Airport;SP;Vargem Grande Do Sul
1604;Vera Cruz Airport;SP;Vera Cruz
1605;Santo Antônio do Pão Airport;RR;Uiramutã
1606;Votuporanga Airport;SP;Votuporanga
1607;Fazenda Vale Eldorado - Dr José de Aguiar Leme Airport;SP;Bragança Paulista
1608;Comandante Gastão Airport;MT;Tangará Da Serra
1609;Fazenda Santa Marta Airport;PA;Santa Maria Das Barreiras
1610;Coronel Newton Braga Airport;RJ;Valença
1611;Fazenda Santíssima Trindade Airport;MS;Amambaí
1612;São Luiz Cotingo Airport;RR;Uiramutã
1613;Fazenda Baía das Conchas Airport;MS;Porto Murtinho
1614;Fazenda Vassoural Airport;SP;Pontal
1615;Ceolin Grãos e Fibra Airport;BA;São Desidério
1616;Fazenda Jóia Airport;TO;Santa Rita do Tocantins
1617;Fazenda Marca Macho Airport;MT;Aripuanã
1618;Fazenda Santa Verônica Airport;MT;Porto dos Gaúchos
1619;Aldeia Baú Airport;PA;Altamira
1620;Fazenda Califórnia Airport;SP;Barretos
1621;Usina São Carlos Airport;SP;Jaboticabal
1622;Fazenda Itapiranga Airport;SP;Marabá Paulista
1623;Fazenda Avanhandava Airport;SP;José Bonifácio
1624;Fazenda Lagoa do Cavalo Airport;PE;Gravatá
1625;Aldeia Kubenkroke Airport;PA;Altamira
1626;Junqueira Airport;SP;Igarapava
1627;Três Marias Airport;SP;Itupeva
1628;Aldeia de Metuktire Airport;MT;Peixoto De Azevedo
1629;Fazenda Barreiro Grande Airport;SP;Colômbia
1630;Fazenda Primavera Airport;SP;Mirandópolis
1631;Fazenda Anahí Airport;MS;Porto Murtinho
1632;Chácara Maringá Airport;PA;Senador José Porfírio
1633;Pista Sol Nascente Airport;PA;Itaituba
1634;Palo Verde Airport;SP;Araçatuba
1635;Fazenda São José Airport;BA;Formosa do Rio Preto
1636;Fazenda Cristal Airport;MS;Naviraí
1637;Canto do Buriti Airport;PI;Canto do Buriti
1638;Alegretense Airport;RS;Alegrete
1639;Ribeiro Gonçalves Airport;PI;Ribeiro Gonçalves
1640;Cristalina Airport;GO;Cristalina
1641;Chácara Serradinho Airport;SP;Jaboticabal
1642;Alto Paraíso Airport;GO;Alto Paraíso
1643;Fazenda Cajueiro Airport;PA;São Domingos do Capim
1644;Costa Rica Airport;MS;Costa Rica
1645;Ticoça Airport;RR;Uiramutã
1646;Fazenda Santa Maria da Mata Airport;SP;Sud Menucci
1647;Fazenda Flamboyant Airport;SP;Castilho
1648;Fazenda Vaca Mocha Airport;MS;Caracol
1649;Fazenda Boa Vista Airport;MS;Rio Negro
1650;Fazenda Araçatuba Airport;SP;Pacaembu
1651;Fazenda Sombra da Serra Airport;MS;Rio Verde de Mato Grosso
1652;Fazenda Boa Safra Airport;GO;Bom Jesus de Goiás
1653;Fazenda Rio Suiá Airport;MT;Querência
1654;Fazenda Bom Pai Airport;GO;Padre Bernardo
1655;Fazenda Malaska Airport;TO;Muricilândia
1656;Fazenda Três Irmãos Airport;MT;Juruena
1657;Fazenda Círculo R Airport;TO;Araguaçu
1658;Fazenda Centro Oeste Airport;MT;Brasnorte
1659;Fazenda São José do Barreiro Airport;SP;Itapetininga
1660;Fazenda Irmãos Munaretto Airport;MT;Lucas Do Rio Verde
1661;Fazenda Buritiz Airport;MG;Buritizeiro
1662;José Martins da Silva Airport;SP;Regente Feijó
1663;Limeira Airport;SP;Limeira
1664;Fazenda Esmeralda Airport;SP;Taciba
1665;Aeroportobelo Airport;SC;Porto Belo
1666;Tucuxim Airport;RR;Amajari
1667;Aeroclube de Itapeva Airport;SP;Itapeva
1668;Campo Maior Airport;PI;Campo Maior
1669;Estância Clarisse Airport;MS;Sidrolândia
1670;Fazenda Água Boa Airport;TO;Ananás
1671;Fazenda Ecoteca - Mineração São Francisco Airport;MT;Colniza
1672;Fazenda Santa Maria Airport;PA;Santa Maria das Barreiras
1673;Fazenda Santa Maria Airport;SP;Pirajuí
1674;Fazenda Lamarão Airport;DF;Brasília
1675;Pedro Teixeira Castelo Airport;CE;Tauá
1676;Fazenda Santa Helena Airport;SP;Pindamonhangaba
1677;Fazenda Campo Zélia Airport;MS;Corumbá
1678;Fazenda São Marcos Airport;SP;Itapeva
1679;Fazenda Cruzeiro Airport;SP;Guariba
1680;Fazenda Bananeira Airport;SP;Altair
1681;Fazenda Posses do Rio Grande Airport;SP;Guaraci
1682;Fazenda Anhumas Airport;SP;Marabá Paulista
1683;Fazenda Gandu Airport;SP;Duartina
1684;Fazenda Ipanema Airport;SP;Andradina
1685;Fazenda Suri Airport;MT;Campinápolis
1686;Sítio São José Airport;SP;Nova Europa
1687;Fazenda Santa Helena Airport;MS;Corumbá
1688;Fazenda Água Fina Airport;MT;Rosário Oeste
1689;Pista Pavarina;AM;Maués
